"otu","kingdom","phylum","class","order","family","genus"
"Otu0387","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pragia"
"Otu0388","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Fervidicella"
"Otu0389","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Ornatilinea"
"Otu0390","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Wigglesworthia"
"Otu0391","Bacteria","Cyanobacteria","","Nostocales","Nostocaceae","Dolichospermum"
"Otu0392","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","Desulfocarbo"
"Otu0393","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Barnesiella"
"Otu0394","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Aliihoeflea"
"Otu0395","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Otu0396","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus"
"Otu0397","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Ectothiorhodospira"
"Otu0398","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus"
"Otu0399","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium"
"Otu0400","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas"
"Otu0401","Bacteria","Cyanobacteria","","Chroococcales","","Cyanobacterium"
"Otu0402","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cronobacter"
"Otu0403","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella"
"Otu0404","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Dermabacter"
"Otu0405","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Azoarcus"
"Otu0406","Bacteria","Bacteroidetes","Chitinophagia","Chitinophagales","Saprospiraceae","Phaeodactylibacter"
"Otu0407","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"Otu0408","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Tatumella"
"Otu0409","Bacteria","Aquificae","Aquificae","Aquificales","Aquificaceae","Hydrogenivirga"
"Otu0410","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Thalassobacillus"
"Otu0411","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Candidatus_Arthromitus"
"Otu0412","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptunomonas"
"Otu0413","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Salinimonas"
"Otu0414","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Weeksella"
"Otu0415","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Runella"
"Otu0416","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Enteractinococcus"
"Otu0417","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Ruaniaceae","Ruania"
"Otu0418","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Pandoraea"
"Otu0419","Bacteria","Acidobacteria","Holophagae","Holophagales","Holophagaceae","Geothrix"
"Otu0420","Bacteria","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales_Family_III","Thermoanaerobacterium"
"Otu0421","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Sporomusaceae","Anaeroarcus"
"Otu0422","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Demequinaceae","Lysinimicrobium"
"Otu0423","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Bibersteinia"
"Otu0424","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea"
"Otu0425","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Cryocola"
"Otu0426","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Candidatus_Desulforudis"
"Otu0427","Bacteria","Thermotogae","Thermotogae","Petrotogales","","Defluviitoga"
"Otu0428","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfitobacterium"
"Otu0429","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Streptosporangium"
"Otu0430","Bacteria","Chlamydiae","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"Otu0431","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Croceibacter"
"Otu0432","Bacteria","Deinococcus","Deinococci","Deinococcales","Trueperaceae","Truepera"
"Otu0433","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Kozakia"
"Otu0434","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Ponticaulis"
"Otu0435","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae","Risungbinella"
"Otu0436","Bacteria","Cyanobacteria","","Oscillatoriales","","Arthrospira"
"Otu0437","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Rickettsiella"
"Otu0438","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium"
"Otu0439","Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella"
"Otu0440","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Laribacter"
"Otu0441","Bacteria","Proteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Salinivibrio"
"Otu0442","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa"
"Otu0443","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Cedecea"
"Otu0444","Bacteria","Actinobacteria","Actinobacteria","Acidothermales","Acidothermaceae","Acidothermus"
"Otu0445","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"Otu0446","Bacteria","Cyanobacteria","","Pleurocapsales","","Stanieria"
"Otu0447","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Hyalangium"
"Otu0448","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Imtechella"
"Otu0449","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldibacillus"
"Otu0450","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Hafnia"
"Otu0451","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia"
"Otu0452","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Acetobacterium"
"Otu0453","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Nocardia"
"Otu0454","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Facklamia"
"Otu0455","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Aromatoleum"
"Otu0456","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridioides"
"Otu0457","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae","Terracidiphilus"
"Otu0458","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"Otu0459","Bacteria","Cyanobacteria","","Chroococcales","","Crocosphaera"
"Otu0460","Bacteria","Actinobacteria","Actinobacteria","Jiangellales","Jiangellaceae","Jiangella"
"Otu0461","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Roseomonas"
"Otu0462","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Aminiphilus"
"Otu0463","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix"
"Otu0464","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Mobiluncus"
"Otu0465","Bacteria","Thermotogae","Thermotogae","Petrotogales","","Marinitoga"
"Otu0466","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Rouxiella"
"Otu0467","Bacteria","Cyanobacteria","","Chroococcales","","Thermosynechococcus"
"Otu0468","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tropicibacter"
"Otu0469","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","Syntrophothermus"
"Otu0470","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Pyrodictiaceae","Hyperthermus"
"Otu0471","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Pirellula"
"Otu0472","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Maritimibacter"
"Otu0473","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Salsuginibacillus"
"Otu0474","Bacteria","Synergistetes","Synergistia","Synergistales","Synergistaceae","Thermanaerovibrio"
"Otu0475","Bacteria","Proteobacteria","Gammaproteobacteria","Cardiobacteriales","Cardiobacteriaceae","Dichelobacter"
"Otu0476","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"Otu0477","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella"
"Otu0478","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"Otu0479","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Aliiglaciecola"
"Otu0480","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Anditalea"
"Otu0481","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Clavibacter"
"Otu0482","Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Polycyclovorans"
"Otu0483","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Epilithonimonas"
"Otu0484","Bacteria","Actinobacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Gardnerella"
"Otu0485","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Turicella"
"Otu0486","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Oceanicola"
"Otu0487","Bacteria","Deinococcus","Deinococci","Thermales","Thermaceae","Meiothermus"
"Otu0488","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium"
"Otu0489","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Arcticibacter"
"Otu0490","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Echinicola"
"Otu0491","Bacteria","Actinobacteria","Coriobacteriia","Eggerthellales","Eggerthellaceae","Eggerthella"
"Otu0492","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudoglutamicibacter"
"Otu0493","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Altibacter"
"Otu0494","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Labilitrichaceae","Labilithrix"
"Otu0495","Bacteria","Firmicutes","Clostridia","Clostridiales","Catabacteriaceae","Catabacter"
"Otu0496","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Candidatus_Methanomethylophilus"
"Otu0497","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Haloarcula"
"Otu0498","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanothermobacter"
"Otu0499","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Fibrisoma"
"Otu0500","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","","Candidatus_Sulcia"
"Otu0501","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Desulfosporosinus"
"Otu0502","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Caballeronia"
"Otu0503","Bacteria","Fibrobacteres","Chitinispirillia","Chitinispirillales","Chitinispirillaceae","Chitinispirillum"
"Otu0504","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Sinomonas"
"Otu0505","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Ruegeria"
"Otu0506","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella"
"Otu0507","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia"
"Otu0508","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","","Tepidimonas"
"Otu0509","Bacteria","Firmicutes","Negativicutes","","","Anaerosporomusa"
"Otu0510","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Otu0511","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cyclobacteriaceae","Nitritalea"
"Otu0512","Bacteria","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae","Veillonella"
"Otu0513","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Gracilibacillus"
"Otu0514","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Nitrococcus"
"Otu0515","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas"
"Otu0516","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Diplorickettsia"
"Otu0517","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas"
"Otu0518","Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella"
"Otu0519","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"Otu0520","Bacteria","Proteobacteria","Epsilonproteobacteria","","","Sulfurovum"
"Otu0521","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Candidatus_Tachikawaea"
"Otu0522","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Oligotropha"
"Otu0523","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Mangrovibacter"
"Otu0524","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfonatronaceae","Desulfonatronum"
"Otu0525","Bacteria","Cyanobacteria","","Oscillatoriales","","Moorea"
"Otu0526","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Pararhodospirillum"
"Otu0527","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"Otu0528","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Cesiribacter"
"Otu0529","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanocorpusculaceae","Methanocorpusculum"
"Otu0530","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Candidatus_Phytoplasma"
"Otu0531","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronolimnobius"
"Otu0532","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Caldalkalibacillus"
"Otu0533","Bacteria","Proteobacteria","Gammaproteobacteria","","","Ignatzschineria"
"Otu0534","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Beggiatoa"
"Otu0535","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineococcus"
"Otu0536","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aquimarina"
"Otu0537","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Staphylothermus"
"Otu0538","Archaea","Crenarchaeota","Thermoprotei","Acidilobales","Caldisphaeraceae","Caldisphaera"
"Otu0539","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Frondihabitans"
"Otu0540","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Salinispora"
"Otu0541","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
"Otu0542","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia"
"Otu0543","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera"
"Otu0544","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Colwelliaceae","Thalassotalea"
"Otu0545","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Morganella"
"Otu0546","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix"
"Otu0547","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Borreliaceae","Borrelia"
"Otu0548","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Isosphaeraceae","Isosphaera"
"Otu0549","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Shimia"
"Otu0550","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Planococcus"
"Otu0551","Bacteria","Firmicutes","Bacilli","Bacillales","","Acidibacillus"
"Otu0552","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Kluyvera"
"Otu0553","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Aquitalea"
"Otu0554","Bacteria","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae","Dethiobacter"
"Otu0555","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella"
"Otu0556","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium"
"Otu0557","Bacteria","Cyanobacteria","","Nostocales","Rivulariaceae","Calothrix"
"Otu0558","Bacteria","Proteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Uliginosibacterium"
"Otu0559","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"Otu0560","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Fulvivirga"
"Otu0561","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexus"
"Otu0562","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Chromobacteriaceae","Vogesella"
"Otu0563","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter"
"Otu0564","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Pseudoramibacter"
"Otu0565","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea"
"Otu0566","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Hyphomonadaceae","Robiginitomaculum"
"Otu0567","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Peptoclostridium"
"Otu0568","Bacteria","Tenericutes","Mollicutes","Entomoplasmatales","Entomoplasmataceae","Mesoplasma"
